person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
33,155085,RENT,4.3,DEBTCONSOLIDATION,C,5900,12.56,0,0.04,N,8
20,63214,RENT,,PERSONAL,A,3600,5.1,0,0.06,N,4
26,69817,RENT,3.5,PERSONAL,C,16600,12.63,0,0.24,N,5
28,78782,RENT,0.8,EDUCATION,B,6500,11.48,0,0.08,N,9
29,23379,MORTGAGE,2.0,EDUCATION,A,5900,8.15,0,0.25,Y,6
25,72830,MORTGAGE,10.0,PERSONAL,E,5800,16.5,0,0.08,N,4
20,28644,RENT,,EDUCATION,B,5800,7.81,1,0.2,Y,3
21,62778,MORTGAGE,6.5,PERSONAL,D,5800,15.18,0,0.09,N,8
22,107006,RENT,5.3,MEDICAL,B,6100,10.91,0,0.06,N,4
20,50265,RENT,7.1,EDUCATION,B,12100,11.72,0,0.24,N,3
31,105928,MORTGAGE,2.3,PERSONAL,B,7000,12.59,0,0.07,N,5
31,26107,OTHER,4.4,VENTURE,B,13800,12.53,0,0.53,N,5
22,71094,RENT,4.9,MEDICAL,C,13500,13.04,0,0.19,N,3
36,71657,RENT,8.7,HOMEIMPROVEMENT,A,2900,7.41,0,0.04,N,6
27,16076,MORTGAGE,4.1,EDUCATION,B,10400,8.93,0,0.65,N,12
33,79991,MORTGAGE,0.9,EDUCATION,A,5000,,0,0.06,N,2
33,13903,RENT,2.6,DEBTCONSOLIDATION,B,14400,12.06,1,0.85,N,2
27,67342,RENT,6.7,DEBTCONSOLIDATION,A,6300,5.0,0,0.09,N,11
20,77259,MORTGAGE,3.4,PERSONAL,B,6400,10.98,0,0.08,N,3
29,49913,RENT,8.6,PERSONAL,B,7900,,0,0.16,Y,6
31,67156,RENT,5.3,HOMEIMPROVEMENT,C,10900,14.67,0,0.16,N,6
24,191628,RENT,9.1,PERSONAL,D,4200,15.79,0,0.02,Y,2
29,46945,RENT,1.3,EDUCATION,A,9000,7.26,0,0.19,N,13
28,34387,RENT,3.8,EDUCATION,B,15000,11.15,1,0.44,N,4
22,171322,MORTGAGE,,EDUCATION,B,9000,9.93,0,0.05,N,14
27,67939,MORTGAGE,9.0,HOMEIMPROVEMENT,B,8400,9.22,0,0.12,N,2
25,109890,MORTGAGE,2.8,VENTURE,B,5100,10.22,0,0.05,N,4
30,27087,OWN,3.5,MEDICAL,A,8700,6.4,0,0.32,N,6
24,17807,RENT,2.3,EDUCATION,B,11000,10.52,1,0.62,Y,6
24,39465,RENT,4.0,EDUCATION,A,8800,10.47,0,0.22,N,3
20,55691,OWN,2.7,HOMEIMPROVEMENT,A,8900,7.74,0,0.16,N,3
41,46833,RENT,3.0,DEBTCONSOLIDATION,D,11400,14.57,1,0.24,N,3
25,46789,MORTGAGE,1.7,PERSONAL,D,8900,14.74,1,0.19,Y,8
21,23830,MORTGAGE,5.2,HOMEIMPROVEMENT,B,5800,,0,0.24,N,6
32,67819,RENT,3.2,MEDICAL,A,9500,6.93,0,0.14,N,6
29,53247,RENT,5.2,VENTURE,B,5300,11.67,0,0.1,Y,10
31,20181,RENT,1.0,PERSONAL,B,9000,,1,0.45,N,4
32,51946,RENT,1.9,EDUCATION,C,5600,12.67,0,0.11,N,2
35,56714,RENT,1.0,PERSONAL,C,28200,12.64,1,0.5,N,6
22,102950,RENT,3.0,HOMEIMPROVEMENT,B,16300,11.63,0,0.16,N,9
29,46316,MORTGAGE,9.8,EDUCATION,B,12800,10.77,0,0.28,N,9
20,98505,MORTGAGE,5.1,PERSONAL,A,9700,7.52,0,0.1,N,11
26,93131,MORTGAGE,4.8,DEBTCONSOLIDATION,C,8200,13.82,0,0.09,N,3
32,40122,RENT,7.1,HOMEIMPROVEMENT,B,3600,10.4,0,0.09,N,5
23,84800,RENT,5.9,PERSONAL,C,10000,13.74,0,0.12,N,7
41,107152,RENT,1.3,EDUCATION,C,5000,12.91,0,0.05,N,4
28,104496,RENT,3.4,HOMEIMPROVEMENT,A,6300,,0,0.06,N,4
20,72048,OWN,2.0,EDUCATION,D,4600,14.7,0,0.06,N,4
32,57223,RENT,8.3,MEDICAL,C,2700,12.2,0,0.05,N,4
41,30460,RENT,2.6,EDUCATION,B,5300,10.13,0,0.17,N,7
20,109131,MORTGAGE,2.6,PERSONAL,A,8400,5.79,0,0.08,N,3
32,28993,RENT,3.2,VENTURE,A,2200,,0,0.08,N,3
22,55439,RENT,5.5,HOMEIMPROVEMENT,A,8200,6.79,0,0.15,N,7
28,103579,RENT,2.4,PERSONAL,B,20800,12.5,0,0.2,N,9
20,36497,MORTGAGE,5.4,DEBTCONSOLIDATION,A,6400,7.41,0,0.18,N,4
33,59890,MORTGAGE,3.7,VENTURE,C,12200,,0,0.2,Y,3
26,27299,RENT,0.5,VENTURE,B,5500,10.12,1,0.2,Y,6
35,50094,OWN,3.5,EDUCATION,B,32000,12.13,0,0.64,N,15
22,36442,MORTGAGE,6.1,EDUCATION,D,9600,13.97,0,0.26,N,2
27,40507,MORTGAGE,4.1,VENTURE,B,7800,9.09,0,0.19,N,9
20,79888,RENT,2.7,VENTURE,B,5100,10.45,0,0.06,N,4
44,83533,RENT,11.5,MEDICAL,F,7200,19.52,0,0.09,N,7
40,45060,MORTGAGE,3.7,PERSONAL,B,7300,,0,0.16,N,3
41,68889,RENT,1.5,MEDICAL,B,6900,9.91,0,0.1,N,10
37,47735,MORTGAGE,7.4,PERSONAL,B,3900,10.5,0,0.08,N,8
24,50322,MORTGAGE,1.4,MEDICAL,C,5400,,0,0.11,N,13
28,33714,RENT,4.9,EDUCATION,C,12400,,1,0.37,N,7
30,46299,MORTGAGE,2.0,MEDICAL,B,5400,11.19,0,0.12,N,7
30,22431,OWN,1.2,HOMEIMPROVEMENT,A,19400,8.09,0,0.85,N,8
21,172276,MORTGAGE,3.9,HOMEIMPROVEMENT,D,18900,17.8,1,0.11,Y,7
21,109617,RENT,2.4,EDUCATION,B,4700,8.91,0,0.04,N,4
20,204560,MORTGAGE,5.1,EDUCATION,C,4700,11.66,0,0.02,N,4
25,105862,MORTGAGE,7.0,PERSONAL,A,2700,6.1,0,0.03,N,8
26,70152,MORTGAGE,6.7,MEDICAL,B,28800,,0,0.41,N,6
25,20154,MORTGAGE,4.0,HOMEIMPROVEMENT,D,7600,16.88,0,0.38,N,3
30,101167,MORTGAGE,3.8,PERSONAL,C,7100,13.49,0,0.07,N,6
20,118203,RENT,4.0,HOMEIMPROVEMENT,A,7900,7.11,0,0.07,N,4
23,34107,RENT,9.6,EDUCATION,C,10500,13.56,0,0.31,N,4
23,79709,RENT,2.0,DEBTCONSOLIDATION,A,3400,8.41,0,0.04,N,2
33,65066,MORTGAGE,9.9,HOMEIMPROVEMENT,B,10800,7.49,0,0.17,N,5
29,58211,MORTGAGE,8.8,VENTURE,A,15200,7.53,0,0.26,N,5
30,79375,MORTGAGE,4.2,DEBTCONSOLIDATION,A,9200,7.42,0,0.12,N,7
22,76154,RENT,9.5,PERSONAL,A,9100,,0,0.12,Y,4
28,36663,MORTGAGE,2.1,EDUCATION,B,4800,8.64,0,0.13,N,2
23,97912,OWN,5.4,PERSONAL,C,16000,12.85,0,0.16,N,2
24,29069,RENT,6.2,HOMEIMPROVEMENT,A,10000,5.82,0,0.34,Y,4
30,76909,MORTGAGE,10.5,HOMEIMPROVEMENT,B,5300,12.05,0,0.07,N,3
24,69849,MORTGAGE,10.4,PERSONAL,B,10100,10.65,0,0.14,N,11
27,41384,MORTGAGE,3.4,VENTURE,F,14500,18.78,0,0.35,N,9
26,112471,RENT,2.6,MEDICAL,C,4000,13.4,0,0.04,N,14
21,23388,MORTGAGE,3.3,MEDICAL,D,15300,14.04,0,0.65,N,6
25,68932,OWN,7.5,VENTURE,C,8100,14.61,0,0.12,N,3
25,66419,MORTGAGE,4.6,PERSONAL,C,9500,14.61,1,0.14,N,3
26,132818,OWN,11.7,EDUCATION,A,5200,5.39,0,0.04,N,11
20,83677,OWN,10.2,HOMEIMPROVEMENT,D,2800,16.94,0,0.03,N,3
24,19799,RENT,5.1,PERSONAL,C,9700,15.03,0,0.49,N,7
33,47685,MORTGAGE,7.7,PERSONAL,A,4600,6.1,1,0.1,N,9
31,134945,RENT,2.9,EDUCATION,A,3600,5.9,0,0.03,N,6
26,55446,OWN,,MEDICAL,B,4800,9.4,0,0.09,Y,4
21,34387,RENT,5.4,VENTURE,A,12600,7.94,0,0.37,N,12
29,58387,RENT,6.3,HOMEIMPROVEMENT,E,14300,19.67,0,0.24,N,4
34,138554,MORTGAGE,1.3,EDUCATION,A,16600,6.34,0,0.12,N,2
37,39183,RENT,8.2,HOMEIMPROVEMENT,A,15100,7.64,0,0.39,N,9
25,35457,MORTGAGE,6.1,HOMEIMPROVEMENT,A,5400,7.71,0,0.15,N,4
22,53432,RENT,2.9,HOMEIMPROVEMENT,B,4700,9.81,0,0.09,N,5
31,43278,OWN,1.8,VENTURE,C,11400,12.34,0,0.26,Y,5
30,86563,MORTGAGE,3.3,MEDICAL,B,10300,10.51,0,0.12,N,8
28,50205,RENT,8.6,HOMEIMPROVEMENT,A,12400,7.19,0,0.25,N,7
24,71386,MORTGAGE,3.4,PERSONAL,D,11700,14.57,1,0.16,Y,5
20,135224,RENT,3.1,MEDICAL,B,8300,10.13,0,0.06,N,5
32,37268,MORTGAGE,1.5,PERSONAL,A,13900,7.41,0,0.37,N,5
33,100555,MORTGAGE,5.5,PERSONAL,A,8700,7.16,0,0.09,Y,5
26,94145,MORTGAGE,1.5,PERSONAL,B,15300,13.19,0,0.16,N,5
38,32188,RENT,3.6,DEBTCONSOLIDATION,B,5500,9.48,0,0.17,N,10
29,119179,RENT,0.4,PERSONAL,B,3600,12.5,0,0.03,N,2
27,32371,MORTGAGE,4.3,MEDICAL,A,7400,7.59,1,0.23,Y,8
21,28913,MORTGAGE,4.6,DEBTCONSOLIDATION,D,7500,15.38,0,0.26,N,3
20,39331,RENT,1.3,MEDICAL,B,6600,13.73,0,0.17,N,2
25,40048,RENT,1.0,EDUCATION,A,4400,7.39,0,0.11,N,3
30,50358,RENT,6.1,HOMEIMPROVEMENT,C,7300,11.58,0,0.14,N,3
42,34401,MORTGAGE,2.3,DEBTCONSOLIDATION,B,5000,10.78,0,0.15,N,2
28,79571,RENT,4.5,VENTURE,F,5200,20.54,0,0.07,N,8
32,56108,RENT,10.0,PERSONAL,B,5400,11.14,0,0.1,N,3
23,65643,OWN,0.9,PERSONAL,A,3100,7.84,0,0.05,Y,8
29,84052,RENT,2.4,HOMEIMPROVEMENT,E,7200,17.17,0,0.09,N,5
28,128264,MORTGAGE,1.4,DEBTCONSOLIDATION,B,10300,10.44,0,0.08,N,8
22,48198,RENT,3.9,EDUCATION,C,4700,12.06,0,0.1,Y,9
36,44034,MORTGAGE,10.1,HOMEIMPROVEMENT,A,15100,6.06,0,0.34,N,3
27,89326,MORTGAGE,3.0,VENTURE,B,5300,11.06,0,0.06,Y,5
35,112128,MORTGAGE,2.1,EDUCATION,F,7900,20.02,1,0.07,Y,8
28,62307,RENT,9.0,EDUCATION,E,5600,16.75,1,0.09,N,8
26,62020,MORTGAGE,2.4,EDUCATION,F,4100,,0,0.07,N,4
23,53913,MORTGAGE,1.4,DEBTCONSOLIDATION,C,6300,,0,0.12,N,1
26,43990,RENT,7.4,PERSONAL,B,5700,9.33,0,0.13,N,4
37,49164,RENT,2.2,VENTURE,B,7600,9.64,0,0.15,N,3
23,57506,RENT,2.6,EDUCATION,A,9400,,0,0.16,N,5
32,83360,OWN,4.0,HOMEIMPROVEMENT,C,21700,12.35,0,0.26,N,7
26,91034,MORTGAGE,13.5,PERSONAL,C,9500,12.92,0,0.1,N,4
32,37872,MORTGAGE,5.5,DEBTCONSOLIDATION,C,8700,14.07,0,0.23,N,2
29,61806,MORTGAGE,3.6,PERSONAL,B,7200,10.31,1,0.12,N,11
20,41826,MORTGAGE,5.4,HOMEIMPROVEMENT,A,4000,7.85,0,0.1,N,7
29,52658,RENT,5.4,VENTURE,C,9500,11.67,0,0.18,N,6
41,63891,RENT,2.5,PERSONAL,E,5800,16.25,1,0.09,N,3
30,96735,MORTGAGE,3.9,DEBTCONSOLIDATION,B,8200,8.72,0,0.08,N,9
34,55823,RENT,8.3,PERSONAL,A,6700,7.81,0,0.12,Y,4
30,74767,MORTGAGE,,DEBTCONSOLIDATION,D,2000,14.85,0,0.03,Y,6
33,35092,MORTGAGE,0.9,EDUCATION,C,7000,15.62,1,0.2,N,9
24,33945,RENT,2.0,VENTURE,C,6700,15.46,0,0.2,Y,10
27,52602,MORTGAGE,3.7,DEBTCONSOLIDATION,D,11200,16.31,0,0.21,N,8
33,317528,RENT,,DEBTCONSOLIDATION,C,12500,,0,0.04,N,5
26,40408,OWN,2.0,PERSONAL,B,10400,10.37,0,0.26,N,14
34,64642,MORTGAGE,4.8,PERSONAL,C,6500,13.18,1,0.1,N,11
22,73428,OWN,5.1,HOMEIMPROVEMENT,B,10200,10.7,0,0.14,Y,4
28,60848,RENT,2.3,MEDICAL,A,6500,5.0,0,0.11,N,3
26,44405,RENT,9.6,DEBTCONSOLIDATION,A,8600,5.8,0,0.19,N,4
44,79055,RENT,1.1,MEDICAL,C,14700,11.66,0,0.19,N,4
26,37970,RENT,0.7,EDUCATION,A,9300,6.78,0,0.24,Y,4
31,72407,RENT,2.1,HOMEIMPROVEMENT,D,22900,15.92,1,0.32,N,1
20,44740,RENT,1.5,PERSONAL,B,13300,11.01,0,0.3,Y,14
21,98524,OWN,4.0,MEDICAL,B,5200,9.63,1,0.05,N,11
30,24485,RENT,1.7,MEDICAL,A,6900,7.23,0,0.28,N,4
26,56671,RENT,2.6,DEBTCONSOLIDATION,B,6700,10.68,0,0.12,N,2
27,34227,MORTGAGE,1.9,VENTURE,B,7100,9.82,0,0.21,N,2
26,90520,MORTGAGE,3.0,DEBTCONSOLIDATION,C,9400,13.67,0,0.1,N,5
27,91128,MORTGAGE,3.2,MEDICAL,A,4700,8.41,0,0.05,N,5
20,16103,MORTGAGE,0.8,PERSONAL,B,6700,9.4,1,0.42,N,4
27,32164,MORTGAGE,2.1,MEDICAL,D,6300,14.6,0,0.2,N,11
27,95398,MORTGAGE,3.5,PERSONAL,C,7300,12.92,0,0.08,N,6
34,55999,MORTGAGE,2.0,EDUCATION,C,18100,14.24,0,0.32,N,17
33,81236,MORTGAGE,5.9,EDUCATION,C,6200,12.45,0,0.08,N,4
20,59355,RENT,5.2,PERSONAL,C,4600,14.93,0,0.08,Y,6
24,64867,RENT,,HOMEIMPROVEMENT,B,14500,12.14,0,0.22,N,10
39,98162,RENT,4.7,PERSONAL,B,9700,8.52,0,0.1,N,3
33,32996,RENT,0.6,PERSONAL,A,18000,7.36,0,0.55,N,3
31,47994,MORTGAGE,7.6,PERSONAL,A,5500,7.03,0,0.11,N,10
25,35672,RENT,,PERSONAL,B,8200,9.53,0,0.23,N,10
32,68588,RENT,2.9,HOMEIMPROVEMENT,D,8900,15.37,0,0.13,N,2
20,31144,RENT,9.9,HOMEIMPROVEMENT,B,11100,11.19,0,0.36,N,14
25,94995,MORTGAGE,,HOMEIMPROVEMENT,B,14500,10.15,0,0.15,N,4
30,45825,RENT,0.4,MEDICAL,C,5900,14.41,0,0.13,N,5
32,77323,MORTGAGE,8.3,PERSONAL,B,7000,,1,0.09,N,7
29,41339,MORTGAGE,1.2,HOMEIMPROVEMENT,A,4300,7.04,0,0.1,N,4
30,89670,RENT,2.8,DEBTCONSOLIDATION,A,6600,6.99,0,0.07,N,7
29,108414,MORTGAGE,,PERSONAL,C,35000,11.83,0,0.32,N,4
26,87623,RENT,3.4,PERSONAL,B,6300,,0,0.07,Y,8
36,38514,RENT,0.8,HOMEIMPROVEMENT,B,6600,10.92,1,0.17,N,6
39,124224,MORTGAGE,4.2,DEBTCONSOLIDATION,C,15000,12.24,0,0.12,N,4
28,84595,MORTGAGE,2.3,PERSONAL,B,12300,8.68,0,0.15,N,1
21,43578,RENT,4.0,EDUCATION,B,5700,10.45,0,0.13,N,6
27,68833,MORTGAGE,9.3,HOMEIMPROVEMENT,B,9600,9.95,0,0.14,N,8
29,129098,RENT,5.1,VENTURE,A,18600,7.02,0,0.14,N,6
20,38259,MORTGAGE,14.9,EDUCATION,A,21900,8.21,0,0.57,N,3
36,37719,MORTGAGE,3.2,MEDICAL,B,12600,10.16,0,0.33,N,5
24,56137,MORTGAGE,3.5,PERSONAL,A,5300,,0,0.09,N,6
23,29721,MORTGAGE,1.8,VENTURE,C,8000,13.41,0,0.27,N,2
26,63221,RENT,0.1,HOMEIMPROVEMENT,A,7100,7.36,0,0.11,N,4
25,86264,MORTGAGE,9.9,EDUCATION,B,18400,8.12,0,0.21,N,4
28,65209,MORTGAGE,8.6,MEDICAL,B,5000,9.91,0,0.08,N,8
33,41658,MORTGAGE,2.1,HOMEIMPROVEMENT,C,4800,13.62,0,0.12,N,13
36,94275,RENT,4.8,EDUCATION,A,4500,6.99,0,0.05,N,8
33,54974,RENT,4.3,PERSONAL,C,3900,11.67,0,0.07,N,4
22,40335,RENT,2.8,PERSONAL,B,8000,9.77,0,0.2,Y,15
27,68137,RENT,2.0,MEDICAL,A,5900,8.5,0,0.09,N,5
29,109349,RENT,0.7,HOMEIMPROVEMENT,A,3500,7.12,0,0.03,N,4
30,44813,RENT,3.0,EDUCATION,D,5300,16.16,0,0.12,N,4
31,133273,MORTGAGE,1.9,HOMEIMPROVEMENT,B,8800,11.7,0,0.07,N,11
28,62246,RENT,2.6,VENTURE,B,10100,10.89,0,0.16,N,14
27,63811,MORTGAGE,4.9,PERSONAL,A,5000,7.36,0,0.08,N,4
33,63412,MORTGAGE,2.9,DEBTCONSOLIDATION,B,4200,9.79,0,0.07,N,9
27,45397,MORTGAGE,6.0,MEDICAL,A,14600,,0,0.32,Y,3
34,31775,RENT,2.3,HOMEIMPROVEMENT,A,5900,6.33,0,0.19,Y,6
33,159208,RENT,4.3,EDUCATION,C,20700,13.86,0,0.13,N,12
37,33191,MORTGAGE,0.5,DEBTCONSOLIDATION,D,8800,16.66,0,0.27,N,5
29,111460,OWN,2.7,EDUCATION,B,3000,11.33,0,0.03,N,8
37,142155,RENT,4.3,PERSONAL,A,5400,7.37,0,0.04,N,5
26,41906,MORTGAGE,3.2,EDUCATION,B,7700,9.09,0,0.18,N,7
30,81583,MORTGAGE,4.1,PERSONAL,D,11200,17.28,0,0.14,N,11
33,84560,MORTGAGE,0.7,EDUCATION,B,4300,11.26,0,0.05,N,6
22,84653,RENT,1.6,EDUCATION,A,7300,5.6,0,0.09,N,3
26,43674,MORTGAGE,2.8,EDUCATION,B,5100,10.17,0,0.12,N,11
24,49329,RENT,2.5,EDUCATION,B,11200,10.51,0,0.23,N,2
28,89513,OWN,5.2,VENTURE,A,4100,8.01,0,0.05,N,15
25,26377,RENT,0.6,PERSONAL,E,8000,15.35,0,0.3,N,5
29,22013,RENT,11.9,EDUCATION,A,6400,7.17,0,0.29,N,6
28,63074,OWN,2.3,DEBTCONSOLIDATION,B,8700,10.68,0,0.14,N,8
26,56131,RENT,8.4,VENTURE,C,6600,11.94,0,0.12,N,6
29,64778,RENT,1.0,MEDICAL,B,4400,11.35,0,0.07,N,6
24,41726,RENT,4.1,PERSONAL,A,6700,7.02,0,0.16,N,6
23,88654,RENT,,PERSONAL,B,4000,11.24,0,0.05,N,10
21,91516,RENT,4.6,PERSONAL,C,4500,12.04,0,0.05,N,17
20,64982,RENT,3.1,HOMEIMPROVEMENT,C,7300,13.55,0,0.11,N,8
24,30909,MORTGAGE,2.2,VENTURE,A,3000,7.72,0,0.1,N,6
31,100786,MORTGAGE,0.2,DEBTCONSOLIDATION,A,12100,6.28,0,0.12,N,4
27,24875,RENT,6.0,VENTURE,D,8900,14.86,1,0.36,Y,4
28,31856,MORTGAGE,1.9,DEBTCONSOLIDATION,C,20300,11.67,1,0.64,N,4
26,87523,RENT,4.9,PERSONAL,B,22200,9.36,0,0.25,N,11
40,34100,OWN,7.2,VENTURE,C,4400,12.32,0,0.13,N,7
29,41430,RENT,3.9,VENTURE,A,11000,7.01,0,0.27,Y,6
25,64003,MORTGAGE,3.4,HOMEIMPROVEMENT,E,8500,18.16,1,0.13,N,3
22,94899,RENT,5.5,EDUCATION,C,13300,13.44,0,0.14,N,8
38,80049,MORTGAGE,7.3,EDUCATION,D,6500,16.55,0,0.08,N,4
20,115920,RENT,1.5,MEDICAL,B,6600,,0,0.06,Y,6
23,47810,MORTGAGE,3.1,MEDICAL,C,7400,11.47,0,0.15,N,13
23,38823,RENT,,DEBTCONSOLIDATION,A,8600,5.69,1,0.22,N,7
28,31538,MORTGAGE,4.4,VENTURE,A,7400,8.32,0,0.23,N,9
30,63316,MORTGAGE,3.4,EDUCATION,B,10200,8.06,1,0.16,Y,7
28,68675,MORTGAGE,4.8,PERSONAL,D,5800,16.74,0,0.08,N,10
26,203654,MORTGAGE,9.6,MEDICAL,C,3600,11.49,0,0.02,N,5
20,81350,OTHER,3.9,HOMEIMPROVEMENT,B,6100,10.77,0,0.07,N,4
39,25418,RENT,0.8,DEBTCONSOLIDATION,A,6000,8.63,1,0.24,N,11
30,106402,RENT,0.5,EDUCATION,B,23800,10.68,0,0.22,N,5
31,39243,RENT,1.7,PERSONAL,B,7700,10.76,0,0.2,N,5
24,31061,RENT,3.5,DEBTCONSOLIDATION,B,11600,9.47,0,0.37,Y,11
26,100449,MORTGAGE,6.7,VENTURE,C,7200,13.38,1,0.07,N,3
35,91169,OTHER,2.5,HOMEIMPROVEMENT,A,4400,,0,0.05,N,8
20,103251,OTHER,6.2,MEDICAL,B,4700,12.95,0,0.05,Y,6
33,43822,MORTGAGE,5.8,MEDICAL,A,9200,6.85,0,0.21,N,3
27,181985,MORTGAGE,1.6,VENTURE,A,12000,10.29,0,0.07,N,6
30,94663,MORTGAGE,1.6,EDUCATION,B,11000,9.17,0,0.12,N,4
38,37231,OWN,0.2,HOMEIMPROVEMENT,C,9100,13.49,0,0.24,N,2
25,181508,RENT,6.5,HOMEIMPROVEMENT,A,10600,6.6,0,0.06,N,2
20,79926,MORTGAGE,2.0,MEDICAL,A,10100,6.78,0,0.13,Y,5
21,59370,MORTGAGE,2.2,PERSONAL,B,9500,9.01,0,0.16,N,4
28,45280,RENT,4.0,HOMEIMPROVEMENT,B,10300,11.55,0,0.23,Y,1
38,12001,RENT,0.5,DEBTCONSOLIDATION,C,9200,,1,0.77,N,8
26,87763,OWN,2.2,MEDICAL,C,6200,13.44,1,0.07,N,4
37,43910,OWN,2.1,HOMEIMPROVEMENT,C,8100,13.88,0,0.18,N,10
20,53225,MORTGAGE,0.5,EDUCATION,A,23300,5.94,0,0.44,N,18
25,57007,MORTGAGE,3.6,DEBTCONSOLIDATION,A,10000,5.7,0,0.18,N,4
34,38891,RENT,7.8,VENTURE,A,14300,7.97,0,0.37,N,3
34,77557,RENT,2.0,EDUCATION,B,6300,10.86,0,0.08,Y,2
20,39314,MORTGAGE,5.7,VENTURE,A,7400,8.65,0,0.19,N,4
23,26869,MORTGAGE,1.9,VENTURE,C,4900,13.59,0,0.18,N,4
27,61857,MORTGAGE,,HOMEIMPROVEMENT,F,5800,16.69,0,0.09,Y,3
24,44788,MORTGAGE,7.2,MEDICAL,C,11200,12.54,0,0.25,N,4
35,22485,RENT,1.4,VENTURE,B,4600,11.87,0,0.2,N,6
28,32393,MORTGAGE,2.7,HOMEIMPROVEMENT,C,19900,12.15,0,0.61,N,13
20,65097,RENT,8.8,MEDICAL,A,8800,7.1,0,0.14,N,11
31,64209,RENT,1.8,MEDICAL,E,19100,16.4,1,0.3,N,4
31,120046,RENT,5.6,DEBTCONSOLIDATION,B,15000,11.77,0,0.12,N,6
21,107717,RENT,6.0,VENTURE,C,8900,12.89,0,0.08,N,2
23,74585,MORTGAGE,4.9,PERSONAL,A,5100,7.21,0,0.07,N,10
24,42080,RENT,4.2,DEBTCONSOLIDATION,B,6500,10.75,0,0.15,N,3
36,45570,RENT,5.9,EDUCATION,A,8000,7.45,0,0.18,N,5
27,74529,MORTGAGE,0.4,HOMEIMPROVEMENT,A,7600,5.94,0,0.1,Y,2
20,98389,MORTGAGE,7.9,PERSONAL,B,9000,11.8,0,0.09,N,6
21,78601,RENT,3.6,EDUCATION,A,21100,7.62,0,0.27,N,4
32,47358,RENT,3.8,DEBTCONSOLIDATION,A,6300,7.5,0,0.13,N,3
26,66440,RENT,3.1,HOMEIMPROVEMENT,D,5000,16.26,0,0.08,N,10
21,52652,MORTGAGE,,MEDICAL,A,10200,,0,0.19,N,1
26,20812,RENT,9.1,DEBTCONSOLIDATION,B,9500,11.16,0,0.46,N,6
34,53835,RENT,0.7,DEBTCONSOLIDATION,A,4900,6.47,0,0.09,N,13
41,48758,RENT,2.0,HOMEIMPROVEMENT,C,13900,14.63,0,0.29,Y,3
28,89114,MORTGAGE,7.9,EDUCATION,E,3400,14.63,0,0.04,N,13
31,34479,RENT,6.1,EDUCATION,B,13500,11.02,0,0.39,N,6
27,36526,MORTGAGE,1.7,HOMEIMPROVEMENT,E,14500,17.08,1,0.4,N,5
29,101578,RENT,0.9,DEBTCONSOLIDATION,B,22800,,0,0.22,N,5
22,37784,MORTGAGE,2.8,MEDICAL,B,6800,10.61,0,0.18,N,10
37,42420,RENT,0.9,PERSONAL,A,8500,7.95,0,0.2,N,11
25,76756,RENT,0.5,EDUCATION,E,8800,15.56,1,0.11,Y,3
21,85533,RENT,4.8,PERSONAL,D,6000,14.41,0,0.07,N,9
23,120360,MORTGAGE,15.3,VENTURE,A,8900,7.06,0,0.07,N,4
32,50154,MORTGAGE,1.4,EDUCATION,A,9800,8.06,0,0.2,N,9
24,51595,RENT,7.3,VENTURE,B,9700,10.23,0,0.19,Y,6
37,55182,RENT,4.7,VENTURE,A,12600,8.58,0,0.23,N,4
32,44291,MORTGAGE,4.0,PERSONAL,B,11500,10.69,0,0.26,N,3
33,74383,MORTGAGE,3.6,DEBTCONSOLIDATION,E,7800,,1,0.1,N,4
25,50788,RENT,0.3,EDUCATION,D,3800,15.0,1,0.07,N,5
24,32501,RENT,3.9,EDUCATION,B,18000,12.09,0,0.55,N,2
28,24750,MORTGAGE,2.2,PERSONAL,A,4500,7.63,0,0.18,N,11
21,56219,MORTGAGE,1.6,PERSONAL,B,9500,10.79,0,0.17,N,7
31,81657,MORTGAGE,9.5,MEDICAL,D,3900,14.92,0,0.05,N,2
34,42483,OWN,4.8,DEBTCONSOLIDATION,C,6400,13.49,0,0.15,N,9
24,31162,RENT,1.3,MEDICAL,D,8700,14.51,1,0.28,N,13
32,128956,RENT,4.3,MEDICAL,C,9200,13.01,0,0.07,N,10
30,50152,RENT,2.5,HOMEIMPROVEMENT,B,4700,,0,0.09,N,2
35,93886,RENT,1.7,DEBTCONSOLIDATION,A,17800,8.13,0,0.19,N,15
38,101347,RENT,1.9,PERSONAL,C,6400,12.65,0,0.06,N,1
33,127410,RENT,4.7,EDUCATION,C,14100,14.18,0,0.11,N,5
28,58192,RENT,7.6,MEDICAL,C,6500,14.05,1,0.11,Y,8
35,29296,MORTGAGE,2.8,MEDICAL,C,6900,14.29,0,0.24,Y,10
28,23017,RENT,5.2,PERSONAL,A,23400,6.3,0,0.85,N,10
26,52439,RENT,3.3,VENTURE,A,8700,8.84,0,0.17,N,2
24,139849,MORTGAGE,2.0,PERSONAL,D,3200,16.36,0,0.02,N,9
29,62128,MORTGAGE,1.1,PERSONAL,B,8500,9.09,0,0.14,Y,8
34,118035,MORTGAGE,2.2,HOMEIMPROVEMENT,A,7800,6.88,0,0.07,N,2
22,36837,MORTGAGE,,MEDICAL,B,6500,10.77,0,0.18,N,9
